Date,Close Price
2022-05-27,43.5
2022-05-27,43.5
2022-05-27,43.5
2022-05-27,43.5
2022-05-27,43.5
2022-05-30,43.5
2022-05-30,43.5
2022-05-30,43.5
2022-05-30,43.5
2022-05-30,43.5
2022-05-31,43.5
2022-05-31,43.5
2022-05-31,43.5
2022-05-31,43.5
2022-05-31,43.5
2022-06-01,43.5
2022-06-01,43.5
2022-06-01,43.5
2022-06-01,43.5
2022-06-01,43.5
2022-06-02,43.5
2022-06-02,43.5
2022-06-02,43.5
2022-06-02,43.5
2022-06-02,43.5
2022-06-03,43.5
2022-06-03,43.5
2022-06-03,43.5
2022-06-03,43.5
2022-06-03,43.5
2022-06-06,43.5
2022-06-06,43.5
2022-06-06,43.5
2022-06-06,43.5
2022-06-06,43.5
2022-06-07,43.5
2022-06-07,43.5
2022-06-07,43.5
2022-06-07,43.5
2022-06-07,43.5
2022-06-08,43.5
2022-06-08,43.5
2022-06-08,43.5
2022-06-08,43.5
2022-06-08,43.5
2022-06-09,43.5
2022-06-09,43.5
2022-06-09,43.5
2022-06-09,43.5
2022-06-09,43.5
2022-06-10,43.5
2022-06-10,43.5
2022-06-10,43.5
2022-06-10,43.5
2022-06-10,43.5
2022-06-13,43.5
2022-06-13,43.5
2022-06-13,43.5
2022-06-13,43.5
2022-06-13,43.5
2022-06-15,43.5
2022-06-15,43.5
2022-06-15,43.5
2022-06-15,43.5
2022-06-15,43.5
2022-06-16,43.5
2022-06-16,43.5
2022-06-16,43.5
2022-06-16,43.5
2022-06-16,43.5
2022-06-17,43.5
2022-06-17,43.5
2022-06-17,43.5
2022-06-17,43.5
2022-06-17,43.5
2022-06-20,43.5
2022-06-20,43.5
2022-06-20,43.5
2022-06-20,43.5
2022-06-20,43.5
2022-06-21,43.5
2022-06-21,43.5
2022-06-21,43.5
2022-06-21,43.5
2022-06-21,43.5
2022-06-22,43.5
2022-06-22,43.5
2022-06-22,43.5
2022-06-22,43.5
2022-06-22,43.5
2022-06-23,43.5
2022-06-23,43.5
2022-06-23,43.5
2022-06-23,43.5
2022-06-23,43.5
2022-06-24,43.5
2022-06-24,43.5
2022-06-24,43.5
2022-06-24,43.5
2022-06-24,43.5
2022-06-27,43.5
2022-06-27,43.5
2022-06-27,43.5
2022-06-27,43.5
2022-06-27,43.5
2022-06-28,43.5
2022-06-28,43.5
2022-06-28,43.5
2022-06-28,43.5
2022-06-28,43.5
2022-06-29,43.5
2022-06-29,43.5
2022-06-29,43.5
2022-06-29,43.5
2022-06-29,43.5
2022-06-30,43.5
2022-06-30,43.5
2022-06-30,43.5
2022-06-30,43.5
2022-06-30,43.5
2022-07-01,43.5
2022-07-01,43.5
2022-07-01,43.5
2022-07-01,43.5
2022-07-01,43.5
2022-07-04,43.5
2022-07-04,43.5
2022-07-04,41.32
2022-07-04,41.32
2022-07-04,41.32
2022-07-05,41.32
2022-07-05,41.32
2022-07-05,41.32
2022-07-05,41.32
2022-07-05,41.32
2022-07-06,41.32
2022-07-06,41.32
2022-07-06,41.32
2022-07-06,41.32
2022-07-06,41.32
2022-07-07,41.32
2022-07-07,41.32
2022-07-07,41.32
2022-07-07,41.32
2022-07-07,41.32
2022-07-08,41.32
2022-07-08,41.32
2022-07-08,41.32
2022-07-08,41.32
2022-07-08,41.32
2022-07-11,41.32
2022-07-11,41.32
2022-07-11,40
2022-07-11,40
2022-07-11,40
2022-07-12,40
2022-07-12,40
2022-07-12,40
2022-07-12,40
2022-07-12,41
2022-07-13,41
2022-07-13,41
2022-07-13,41
2022-07-13,41
2022-07-13,41
2022-07-14,41
2022-07-14,41
2022-07-14,41
2022-07-14,41
2022-07-14,41
2022-07-15,41
2022-07-15,41
2022-07-15,41
2022-07-15,41
2022-07-15,41
2022-07-18,41
2022-07-18,41
2022-07-18,41
2022-07-18,41
2022-07-18,41
2022-07-19,43
2022-07-19,43
2022-07-19,43
2022-07-19,43
2022-07-19,43
2022-07-20,43
2022-07-20,43
2022-07-20,43
2022-07-20,43
2022-07-20,43
2022-07-21,43
2022-07-21,43
2022-07-21,43
2022-07-21,43
2022-07-21,43
2022-07-22,43
2022-07-22,43
2022-07-22,43
2022-07-22,43
2022-07-22,43
2022-07-25,43
2022-07-25,43
2022-07-25,43
2022-07-25,43
2022-07-25,43
2022-07-26,43
2022-07-26,43
2022-07-26,43
2022-07-26,43
2022-07-26,43
